Student_ID,Age,Gender,City,Province,CGPA,Performance_Class,Family_Income_PKR,Parents_Education,Study_Hours_Per_Week,Attendance_Percentage,Internet_Access,Private_Tuition,Device_Available,Electricity_Availability,School_Type,Medium_of_Instruction,Distance_to_Institute_km,Transport_Mode,Parental_Support_Level,Health_Issues,Part_Time_Job,Extra_Curricular,Motivation_Level
290,23,Male,Skardu,Azad Kashmir,2.19,Weak,Middle (60k-120k),Intermediate,14,69,Yes,Yes,Laptop,Consistent,Public,Urdu,32.6,Bike,Medium,Chronic,Yes,Sports,High
291,21,Female,Chiniot,KPK,2.2,Weak,Lower-Middle (30k-60k),Primary,20,93,Yes,No,Desktop,Consistent,Public,Urdu,31.5,Van,Low,Chronic,No,None,Low
292,25,Male,Swat,Azad Kashmir,2.2,Weak,Upper-Middle (120k-250k),Intermediate,7,92,Yes,No,Desktop,Frequent Outages,Semi-Government,Urdu,18.4,Bike,Medium,Chronic,No,None,High
293,19,Male,Charsadda,Gilgit Baltistan,2.2,Weak,High (>250k),Graduate,25,80,No,Yes,Mobile,Frequent Outages,Semi-Government,Urdu,34.3,Car,High,Chronic,Yes,Clubs,Medium
294,21,Male,Diamer,Punjab,2.2,Weak,High (>250k),Intermediate,31,76,No,Yes,Laptop,Frequent Outages,Public,Urdu,13.7,Bus,Low,Chronic,Yes,None,Medium
295,23,Female,Gujranwala,KPK,2.21,Weak,Upper-Middle (120k-250k),Primary,18,98,Yes,Yes,Laptop,Frequent Outages,Public,English,13.2,Bus,High,Minor,No,None,Medium
296,22,Female,Hunza,KPK,2.21,Weak,Lower-Middle (30k-60k),Primary,18,92,No,Yes,Laptop,Consistent,Semi-Government,Urdu,16.1,Bike,Medium,Minor,No,Sports,Low
297,20,Male,Charsadda,Punjab,2.21,Weak,Middle (60k-120k),Matric,36,98,No,No,Laptop,Frequent Outages,Public,English,21.8,Bike,High,Minor,No,None,High
298,22,Female,Dir,Punjab,2.21,Weak,High (>250k),Primary,14,61,No,No,Laptop,Consistent,Private,English,4.9,Walk,Medium,Chronic,No,Clubs,High
299,19,Female,Sialkot,Punjab,2.22,Weak,Middle (60k-120k),Graduate,10,84,No,No,None,Consistent,Public,English,28.9,Van,High,None,No,Sports,Low
300,23,Male,Faisalabad,KPK,2.22,Weak,Upper-Middle (120k-250k),Primary,20,94,No,No,Mobile,Consistent,Public,Urdu,23.2,Walk,Medium,Chronic,Yes,Sports,Low
301,21,Female,Rahim Yar Khan,Punjab,2.22,Weak,Low (<30k),Intermediate,22,80,Yes,No,Mobile,Frequent Outages,Public,English,10.4,Car,Low,None,No,Clubs,Medium
302,20,Male,Mirpur,Punjab,2.22,Weak,Lower-Middle (30k-60k),Matric,37,93,Yes,No,None,Frequent Outages,Public,English,7.4,Walk,Medium,None,Yes,None,Medium
303,19,Female,Gilgit,Azad Kashmir,2.23,Weak,Upper-Middle (120k-250k),Matric,26,57,No,No,Mobile,Frequent Outages,Public,Urdu,12.6,Bike,High,Chronic,No,None,Low
304,22,Male,Diamer,Punjab,2.23,Weak,Middle (60k-120k),Postgraduate,20,62,No,Yes,Desktop,Consistent,Semi-Government,English,23.2,Van,Medium,None,Yes,Sports,Medium
305,24,Female,Chiniot,Punjab,2.23,Weak,High (>250k),Postgraduate,35,62,Yes,No,Laptop,Consistent,Public,Urdu,26.6,Walk,Medium,Chronic,No,Sports,Medium
306,22,Male,Mirpur,Azad Kashmir,2.23,Weak,Middle (60k-120k),Graduate,36,91,Yes,No,Mobile,Consistent,Semi-Government,Urdu,21.1,Van,High,None,Yes,None,Low
307,25,Female,Okara,Punjab,2.24,Weak,Upper-Middle (120k-250k),Intermediate,23,98,No,No,Mobile,Frequent Outages,Private,Urdu,8.0,Van,Medium,Chronic,No,Sports,Low
308,22,Female,Abbottabad,Punjab,2.24,Weak,Low (<30k),Primary,38,74,No,Yes,Mobile,Consistent,Semi-Government,English,21.5,Bus,Low,Minor,Yes,Sports,High
309,19,Female,Charsadda,Gilgit Baltistan,2.24,Weak,Low (<30k),Matric,31,75,Yes,No,None,Frequent Outages,Private,English,4.5,Bike,High,Chronic,Yes,None,Low
310,17,Female,Kotli,Punjab,2.24,Weak,High (>250k),Intermediate,36,98,No,No,Mobile,Consistent,Private,Urdu,30.0,Car,High,Chronic,No,Clubs,Low
311,20,Female,Bhimber,Gilgit Baltistan,2.24,Weak,High (>250k),Matric,32,59,No,No,Mobile,Frequent Outages,Semi-Government,English,7.7,Van,High,Chronic,No,Sports,Medium
312,19,Male,Mansehra,KPK,2.25,Weak,Upper-Middle (120k-250k),Matric,13,85,No,Yes,None,Frequent Outages,Private,Urdu,7.1,Bike,High,None,No,Clubs,Low
313,19,Female,Kotli,KPK,2.25,Weak,High (>250k),Postgraduate,16,92,Yes,No,Mobile,Consistent,Semi-Government,Urdu,24.5,Walk,Low,Minor,No,Clubs,Medium
314,21,Female,Chiniot,Gilgit Baltistan,2.25,Weak,Low (<30k),Graduate,37,75,No,Yes,None,Consistent,Semi-Government,Urdu,28.3,Bus,Medium,Chronic,No,Sports,High
315,20,Male,Mansehra,Azad Kashmir,2.25,Weak,Upper-Middle (120k-250k),Postgraduate,15,79,Yes,No,Laptop,Frequent Outages,Private,Urdu,18.1,Car,Medium,Chronic,Yes,None,Low
316,21,Female,Skardu,Punjab,2.26,Weak,High (>250k),Graduate,19,83,Yes,Yes,None,Frequent Outages,Semi-Government,English,28.2,Bus,High,None,Yes,Clubs,High
317,25,Female,Muzaffarabad,KPK,2.26,Weak,Lower-Middle (30k-60k),Primary,8,63,Yes,Yes,Desktop,Frequent Outages,Private,English,4.4,Bike,High,None,Yes,Sports,Low
318,24,Male,Charsadda,Punjab,2.26,Weak,Low (<30k),Matric,18,59,No,No,Desktop,Consistent,Semi-Government,Urdu,24.3,Bike,High,Minor,No,None,High
319,17,Male,Bannu,Gilgit Baltistan,2.26,Weak,Lower-Middle (30k-60k),Postgraduate,27,62,No,No,None,Frequent Outages,Public,English,18.0,Bike,Medium,Chronic,No,Clubs,High
320,19,Female,Gujranwala,KPK,2.27,Weak,Middle (60k-120k),Postgraduate,24,83,Yes,Yes,None,Frequent Outages,Private,English,33.4,Van,Low,Chronic,Yes,Sports,High
321,24,Male,Skardu,Punjab,2.27,Weak,Middle (60k-120k),Graduate,38,79,Yes,Yes,None,Frequent Outages,Semi-Government,Urdu,11.7,Van,High,Chronic,No,None,Medium
322,25,Male,Gilgit,Punjab,2.27,Weak,Upper-Middle (120k-250k),Primary,18,82,Yes,No,None,Frequent Outages,Public,English,23.0,Bus,Medium,Minor,Yes,Sports,Low
323,25,Female,Lahore,KPK,2.27,Weak,Low (<30k),Postgraduate,15,67,No,No,Laptop,Frequent Outages,Semi-Government,English,21.6,Bike,High,None,No,None,Medium
324,21,Female,Multan,Gilgit Baltistan,2.28,Weak,Upper-Middle (120k-250k),Matric,15,65,Yes,Yes,Laptop,Frequent Outages,Public,English,25.8,Bike,Medium,Chronic,No,Clubs,High
325,17,Female,Lahore,Azad Kashmir,2.28,Weak,High (>250k),Intermediate,19,87,No,Yes,None,Consistent,Public,English,32.1,Van,Medium,Chronic,No,Clubs,Low
326,21,Male,Rahim Yar Khan,KPK,2.28,Weak,Low (<30k),Matric,27,61,Yes,No,Mobile,Frequent Outages,Public,Urdu,2.9,Bus,Low,None,Yes,Sports,Medium
327,18,Female,Mardan,KPK,2.28,Weak,High (>250k),Graduate,31,82,No,Yes,Laptop,Consistent,Private,English,32.0,Walk,Low,Chronic,Yes,None,High
328,24,Male,Dir,Punjab,2.29,Weak,Middle (60k-120k),Primary,18,57,Yes,No,None,Consistent,Public,Urdu,27.7,Bus,Low,None,Yes,Sports,Low
329,21,Male,Peshawar,Gilgit Baltistan,2.29,Weak,Lower-Middle (30k-60k),Intermediate,12,85,No,Yes,Desktop,Consistent,Public,Urdu,19.6,Walk,Low,Minor,Yes,Sports,High
330,17,Male,Muzaffarabad,KPK,2.29,Weak,Upper-Middle (120k-250k),Primary,28,86,No,Yes,Desktop,Frequent Outages,Public,English,12.0,Van,Low,Minor,No,Sports,Low
331,18,Male,Mirpur,KPK,2.29,Weak,Low (<30k),Intermediate,37,76,Yes,Yes,Laptop,Consistent,Semi-Government,English,9.6,Car,High,Minor,Yes,Clubs,Low
332,17,Female,Hunza,KPK,2.3,Weak,Upper-Middle (120k-250k),Graduate,21,96,No,No,None,Consistent,Semi-Government,English,20.1,Car,High,Chronic,Yes,Clubs,Medium
333,23,Male,Hunza,Gilgit Baltistan,2.3,Weak,Low (<30k),Primary,33,97,Yes,Yes,None,Frequent Outages,Public,Urdu,34.3,Bike,Medium,Chronic,Yes,Sports,High
334,19,Female,Sargodha,Punjab,2.3,Weak,Low (<30k),Primary,27,58,No,No,Desktop,Consistent,Semi-Government,Urdu,1.7,Bike,High,Minor,No,None,Low
335,17,Female,Rahim Yar Khan,KPK,2.3,Weak,High (>250k),Primary,31,73,Yes,No,Desktop,Consistent,Semi-Government,English,8.8,Bike,Medium,Chronic,No,None,Medium
336,19,Male,Okara,Punjab,2.3,Weak,Lower-Middle (30k-60k),Primary,28,71,No,Yes,Desktop,Consistent,Semi-Government,Urdu,12.7,Bus,Low,Minor,Yes,None,Low
337,21,Female,Mirpur,Punjab,2.31,Weak,Upper-Middle (120k-250k),Graduate,34,78,Yes,Yes,Desktop,Consistent,Semi-Government,English,27.6,Van,Medium,None,No,Clubs,High
338,21,Male,Mardan,Punjab,2.31,Weak,Lower-Middle (30k-60k),Matric,29,66,No,No,Desktop,Frequent Outages,Public,Urdu,20.9,Van,Medium,Chronic,No,None,Low
339,18,Female,Muzaffarabad,Gilgit Baltistan,2.31,Weak,Upper-Middle (120k-250k),Matric,11,84,Yes,No,Laptop,Frequent Outages,Public,Urdu,26.8,Car,Low,None,No,Clubs,High
340,17,Female,Lahore,Punjab,2.31,Weak,Low (<30k),Intermediate,34,67,No,No,Mobile,Frequent Outages,Public,Urdu,6.2,Bus,Low,Minor,No,Sports,High
341,17,Male,Gujranwala,Punjab,2.32,Weak,Lower-Middle (30k-60k),Graduate,20,77,No,Yes,Laptop,Consistent,Private,English,27.3,Van,Low,None,Yes,None,High
342,19,Female,Mardan,Punjab,2.32,Weak,Low (<30k),Postgraduate,31,71,No,No,Desktop,Consistent,Private,English,32.8,Bike,Low,None,No,Clubs,Medium
343,20,Female,Diamer,KPK,2.32,Weak,Upper-Middle (120k-250k),Primary,9,87,Yes,Yes,Mobile,Consistent,Semi-Government,English,12.2,Van,Medium,Chronic,No,None,Low
344,24,Male,Lahore,Punjab,2.32,Weak,Low (<30k),Intermediate,15,81,No,No,None,Consistent,Semi-Government,Urdu,4.8,Walk,Medium,None,No,Clubs,High
345,23,Male,Mirpur,Gilgit Baltistan,2.33,Weak,Low (<30k),Matric,35,84,Yes,No,Laptop,Consistent,Private,English,1.6,Van,Low,None,Yes,Clubs,Low
346,20,Female,Faisalabad,Azad Kashmir,2.33,Weak,Upper-Middle (120k-250k),Graduate,30,69,Yes,Yes,Desktop,Frequent Outages,Private,English,32.2,Car,Low,Minor,No,Sports,High
347,22,Male,Kotli,KPK,2.33,Weak,Upper-Middle (120k-250k),Postgraduate,25,65,Yes,Yes,Laptop,Consistent,Semi-Government,Urdu,4.4,Walk,Low,Chronic,No,None,Low
348,23,Female,Bahawalpur,Punjab,2.33,Weak,Lower-Middle (30k-60k),Postgraduate,34,90,No,No,Mobile,Frequent Outages,Semi-Government,English,33.0,Bike,Low,Minor,No,None,High
349,25,Male,Mirpur,Punjab,2.34,Weak,Low (<30k),Postgraduate,38,88,Yes,No,Desktop,Consistent,Semi-Government,Urdu,13.0,Van,High,Minor,No,Sports,Low
350,23,Male,Bannu,KPK,2.34,Weak,High (>250k),Graduate,30,76,No,Yes,Laptop,Frequent Outages,Private,English,19.6,Bike,Medium,None,No,Clubs,High
351,24,Male,Lahore,KPK,2.34,Weak,High (>250k),Intermediate,27,76,No,No,Laptop,Consistent,Semi-Government,Urdu,8.5,Car,Low,Minor,No,Clubs,Low
352,20,Female,Dir,KPK,2.34,Weak,Middle (60k-120k),Intermediate,37,96,No,Yes,Mobile,Consistent,Public,Urdu,24.2,Bus,High,Minor,No,Clubs,High
353,25,Male,Peshawar,KPK,2.35,Weak,Middle (60k-120k),Intermediate,20,75,No,No,None,Frequent Outages,Private,Urdu,26.7,Bus,Medium,Minor,Yes,Clubs,High
354,22,Female,Bhimber,KPK,2.35,Weak,Low (<30k),Matric,7,63,Yes,No,Mobile,Frequent Outages,Public,English,25.1,Van,High,None,Yes,Sports,High
355,23,Male,Sialkot,KPK,2.35,Weak,Middle (60k-120k),Postgraduate,18,68,No,No,None,Frequent Outages,Private,English,25.0,Walk,Low,None,Yes,None,High
356,21,Female,Faisalabad,KPK,2.35,Weak,Lower-Middle (30k-60k),Primary,39,67,Yes,No,Mobile,Frequent Outages,Semi-Government,English,11.6,Car,High,None,No,Sports,Medium
357,19,Male,Swat,Punjab,2.36,Weak,Low (<30k),Postgraduate,21,88,No,No,None,Consistent,Public,English,29.1,Bike,Medium,Chronic,No,None,High
358,24,Female,Mansehra,Gilgit Baltistan,2.36,Weak,Low (<30k),Postgraduate,35,69,Yes,Yes,None,Frequent Outages,Semi-Government,Urdu,21.2,Bike,Low,Minor,No,Clubs,High
359,23,Male,Peshawar,Gilgit Baltistan,2.36,Weak,Low (<30k),Primary,31,67,No,No,Laptop,Frequent Outages,Private,English,29.7,Bike,High,Chronic,Yes,Clubs,High
360,25,Male,Peshawar,Gilgit Baltistan,2.36,Weak,Lower-Middle (30k-60k),Intermediate,26,76,Yes,Yes,Laptop,Consistent,Semi-Government,English,33.2,Van,Low,Chronic,No,Sports,High
361,23,Male,Muzaffarabad,Azad Kashmir,2.36,Weak,Upper-Middle (120k-250k),Primary,15,94,No,No,Mobile,Consistent,Public,Urdu,21.9,Van,High,Chronic,No,None,Medium
362,18,Female,Mirpur,Punjab,2.37,Weak,Middle (60k-120k),Postgraduate,32,66,Yes,Yes,Laptop,Frequent Outages,Public,English,2.5,Bus,Low,None,No,Clubs,Low
363,17,Male,Okara,Azad Kashmir,2.37,Weak,High (>250k),Intermediate,35,80,No,No,None,Consistent,Semi-Government,English,6.3,Car,Medium,None,Yes,Clubs,High
364,24,Male,Rahim Yar Khan,Punjab,2.37,Weak,Low (<30k),Graduate,10,86,Yes,Yes,None,Frequent Outages,Public,English,34.8,Van,High,None,Yes,Clubs,Medium
365,23,Male,Bhimber,Gilgit Baltistan,2.37,Weak,Lower-Middle (30k-60k),Intermediate,26,90,Yes,Yes,None,Consistent,Semi-Government,Urdu,14.4,Walk,Medium,Minor,Yes,None,Medium
366,25,Female,Skardu,Punjab,2.38,Weak,Lower-Middle (30k-60k),Matric,6,74,No,No,Mobile,Consistent,Semi-Government,Urdu,27.8,Bike,Medium,None,No,None,Low
367,22,Male,Diamer,Punjab,2.38,Weak,Middle (60k-120k),Graduate,37,58,Yes,Yes,Laptop,Consistent,Public,English,9.8,Walk,Low,None,Yes,None,High
368,21,Female,Abbottabad,KPK,2.38,Weak,Low (<30k),Matric,20,56,Yes,Yes,Laptop,Frequent Outages,Semi-Government,English,6.8,Bike,Low,Chronic,No,Sports,Low
369,20,Male,Kotli,KPK,2.38,Weak,Upper-Middle (120k-250k),Intermediate,16,66,Yes,Yes,None,Frequent Outages,Public,Urdu,27.5,Car,High,Chronic,Yes,Sports,Medium
370,17,Female,Lahore,KPK,2.39,Weak,Middle (60k-120k),Matric,30,76,Yes,Yes,Laptop,Consistent,Semi-Government,English,21.2,Walk,High,Chronic,No,Clubs,Low
371,24,Female,Mansehra,Azad Kashmir,2.39,Weak,High (>250k),Matric,33,81,No,Yes,Mobile,Consistent,Semi-Government,English,2.3,Car,High,Minor,No,None,Medium
372,21,Male,Faisalabad,Punjab,2.39,Weak,High (>250k),Intermediate,33,81,Yes,Yes,Desktop,Consistent,Semi-Government,Urdu,26.7,Bike,Medium,Minor,Yes,Sports,High
373,17,Female,Sargodha,Punjab,2.39,Weak,Middle (60k-120k),Matric,16,56,Yes,Yes,None,Frequent Outages,Public,English,29.6,Bus,Medium,None,No,Clubs,Low
374,25,Male,Hunza,Punjab,2.4,Weak,Low (<30k),Postgraduate,13,80,No,No,None,Consistent,Public,Urdu,5.8,Van,Medium,Minor,Yes,Sports,High
375,22,Male,Bahawalpur,KPK,2.4,Weak,High (>250k),Matric,16,77,Yes,No,Desktop,Frequent Outages,Semi-Government,English,26.9,Walk,Low,Chronic,Yes,None,Medium
376,17,Female,Lahore,KPK,2.4,Weak,Upper-Middle (120k-250k),Graduate,13,69,No,Yes,None,Frequent Outages,Private,English,20.3,Bus,Medium,Minor,No,Sports,High
377,24,Male,Muzaffarabad,Punjab,2.4,Weak,High (>250k),Matric,13,93,Yes,Yes,Laptop,Consistent,Semi-Government,English,1.5,Walk,Medium,Minor,No,None,Medium
378,22,Male,Peshawar,Punjab,2.41,Weak,Upper-Middle (120k-250k),Matric,26,66,No,Yes,None,Frequent Outages,Public,Urdu,18.1,Car,Low,None,Yes,Clubs,Medium
379,18,Female,Bhimber,KPK,2.41,Weak,Upper-Middle (120k-250k),Graduate,24,73,Yes,Yes,Laptop,Frequent Outages,Semi-Government,English,14.8,Bus,High,Minor,No,Clubs,High
380,22,Female,Sialkot,Gilgit Baltistan,2.41,Weak,Upper-Middle (120k-250k),Matric,27,79,Yes,No,Laptop,Consistent,Semi-Government,English,15.8,Car,Low,None,Yes,Clubs,Low
381,21,Female,Swat,Punjab,2.41,Weak,Lower-Middle (30k-60k),Postgraduate,16,71,No,Yes,Laptop,Frequent Outages,Semi-Government,English,24.4,Bus,Medium,Minor,Yes,Sports,Low
382,18,Female,Sialkot,Azad Kashmir,2.42,Weak,Lower-Middle (30k-60k),Graduate,6,79,No,Yes,None,Frequent Outages,Private,English,2.3,Van,Medium,None,Yes,Clubs,Low
383,23,Male,Rahim Yar Khan,Punjab,2.42,Weak,Low (<30k),Primary,20,87,No,Yes,Mobile,Frequent Outages,Private,Urdu,5.4,Bus,High,None,No,Sports,Low
384,22,Male,Sialkot,KPK,2.42,Weak,Middle (60k-120k),Matric,6,95,No,No,Mobile,Consistent,Private,English,10.6,Van,High,None,Yes,Clubs,Medium
385,23,Male,Faisalabad,Gilgit Baltistan,2.42,Weak,Upper-Middle (120k-250k),Graduate,14,75,No,Yes,Laptop,Frequent Outages,Private,Urdu,19.2,Bus,High,Chronic,No,Sports,Low
386,25,Female,Muzaffarabad,KPK,2.42,Weak,Low (<30k),Primary,35,97,No,Yes,Mobile,Consistent,Private,English,10.4,Bus,Medium,None,Yes,None,Low
387,22,Female,Rahim Yar Khan,KPK,2.43,Weak,High (>250k),Postgraduate,29,56,Yes,Yes,Laptop,Consistent,Semi-Government,English,20.1,Bus,High,None,Yes,Sports,Medium
388,21,Male,Swat,Gilgit Baltistan,2.43,Weak,Low (<30k),Graduate,27,80,Yes,Yes,Mobile,Consistent,Private,Urdu,31.9,Walk,High,None,Yes,Clubs,High
389,23,Female,Okara,Gilgit Baltistan,2.43,Weak,Low (<30k),Graduate,8,86,Yes,No,Laptop,Consistent,Private,English,2.5,Car,Low,Chronic,No,None,Low
390,17,Male,Dir,Azad Kashmir,2.43,Weak,Lower-Middle (30k-60k),Intermediate,34,82,Yes,Yes,None,Frequent Outages,Public,Urdu,29.9,Bike,High,Chronic,Yes,Clubs,Low
391,23,Female,Swat,Gilgit Baltistan,2.44,Weak,Middle (60k-120k),Intermediate,34,98,Yes,No,Mobile,Frequent Outages,Private,Urdu,12.9,Walk,High,Chronic,No,Clubs,High
392,19,Female,Swat,Gilgit Baltistan,2.44,Weak,Lower-Middle (30k-60k),Matric,24,63,Yes,Yes,Desktop,Frequent Outages,Private,English,31.7,Walk,High,Chronic,No,Sports,Medium
393,20,Female,Gilgit,Azad Kashmir,2.44,Weak,Upper-Middle (120k-250k),Postgraduate,37,64,Yes,No,Mobile,Frequent Outages,Private,English,1.1,Car,Medium,None,No,Clubs,Low
394,18,Female,Bhimber,KPK,2.44,Weak,Lower-Middle (30k-60k),Graduate,35,72,No,Yes,Laptop,Consistent,Public,English,12.6,Bus,Medium,Minor,No,None,Low
395,23,Female,Abbottabad,Punjab,2.45,Weak,Lower-Middle (30k-60k),Postgraduate,24,83,No,No,Mobile,Frequent Outages,Semi-Government,English,20.2,Van,Low,Minor,No,Sports,Medium
396,24,Male,Mardan,Azad Kashmir,2.45,Weak,Middle (60k-120k),Matric,12,63,No,No,Laptop,Frequent Outages,Private,Urdu,19.5,Car,Medium,Chronic,No,Clubs,Medium
397,17,Female,Sargodha,Azad Kashmir,2.45,Weak,Middle (60k-120k),Graduate,13,79,Yes,No,Desktop,Consistent,Semi-Government,English,1.1,Walk,High,Chronic,No,Sports,High
398,17,Male,Bahawalpur,KPK,2.45,Weak,Upper-Middle (120k-250k),Postgraduate,30,62,No,No,Mobile,Consistent,Private,Urdu,1.3,Walk,Low,Chronic,Yes,Clubs,Medium
399,21,Female,Lahore,Punjab,2.46,Weak,Lower-Middle (30k-60k),Intermediate,17,67,No,Yes,None,Frequent Outages,Public,English,7.3,Bike,Low,Minor,Yes,Clubs,Low
400,24,Female,Abbottabad,Azad Kashmir,2.46,Weak,Upper-Middle (120k-250k),Graduate,25,94,No,No,None,Frequent Outages,Private,Urdu,20.8,Bike,Low,Chronic,Yes,None,Low
401,17,Male,Gilgit,KPK,2.46,Weak,High (>250k),Matric,7,89,No,No,Laptop,Consistent,Semi-Government,Urdu,29.2,Bus,Medium,Chronic,Yes,None,Medium
402,19,Male,Lahore,KPK,2.46,Weak,Lower-Middle (30k-60k),Postgraduate,39,99,Yes,Yes,Desktop,Consistent,Semi-Government,English,8.1,Van,Low,Minor,No,None,High
403,23,Male,Chiniot,Punjab,2.47,Weak,Upper-Middle (120k-250k),Postgraduate,22,88,No,No,None,Consistent,Semi-Government,English,28.8,Walk,High,Minor,Yes,Sports,High
404,18,Female,Gilgit,KPK,2.47,Weak,Low (<30k),Intermediate,28,69,No,No,Desktop,Consistent,Private,English,29.1,Bus,Low,Chronic,Yes,Sports,Low
405,19,Male,Peshawar,Punjab,2.47,Weak,Middle (60k-120k),Graduate,10,71,Yes,No,None,Consistent,Public,Urdu,31.6,Bike,High,None,No,Clubs,High
406,19,Male,Bhimber,Punjab,2.47,Weak,Lower-Middle (30k-60k),Postgraduate,16,85,No,No,Laptop,Consistent,Public,English,13.6,Bus,Medium,Chronic,Yes,Sports,Medium
407,25,Male,Diamer,Punjab,2.48,Weak,Middle (60k-120k),Graduate,32,70,Yes,No,Desktop,Frequent Outages,Semi-Government,Urdu,3.8,Walk,High,Chronic,Yes,Sports,Medium
408,24,Male,Chiniot,Azad Kashmir,2.48,Weak,Middle (60k-120k),Intermediate,10,95,Yes,Yes,Laptop,Consistent,Semi-Government,English,29.2,Bike,Medium,Minor,Yes,None,High
409,19,Male,Peshawar,KPK,2.48,Weak,Lower-Middle (30k-60k),Graduate,33,89,Yes,No,Laptop,Frequent Outages,Public,English,3.3,Bus,Medium,Chronic,Yes,Sports,Low
410,21,Male,Bannu,Punjab,2.48,Weak,Middle (60k-120k),Primary,13,97,No,Yes,Mobile,Consistent,Private,Urdu,21.9,Bus,Low,None,No,Sports,High
411,24,Female,Swat,KPK,2.48,Weak,Middle (60k-120k),Primary,21,58,Yes,No,Desktop,Frequent Outages,Semi-Government,Urdu,20.7,Walk,High,Minor,Yes,None,Low
412,24,Female,Abbottabad,Azad Kashmir,2.49,Weak,High (>250k),Primary,32,77,No,Yes,None,Frequent Outages,Semi-Government,Urdu,25.4,Van,Medium,None,No,Clubs,Low
413,18,Female,Abbottabad,KPK,2.49,Weak,Lower-Middle (30k-60k),Intermediate,27,80,No,No,Desktop,Frequent Outages,Public,Urdu,31.6,Bus,Low,Chronic,No,Sports,High
414,17,Male,Abbottabad,Punjab,2.49,Weak,Upper-Middle (120k-250k),Primary,20,74,Yes,No,None,Frequent Outages,Semi-Government,Urdu,27.3,Walk,Low,Chronic,No,Clubs,High
415,18,Male,Bannu,KPK,2.49,Weak,High (>250k),Graduate,17,86,Yes,No,Mobile,Consistent,Semi-Government,English,15.3,Car,High,Minor,Yes,Clubs,Medium
416,25,Male,Sialkot,KPK,2.5,Average,Middle (60k-120k),Graduate,10,89,No,No,Mobile,Consistent,Public,Urdu,17.4,Van,Medium,Chronic,Yes,Clubs,Medium
417,24,Female,Chiniot,Punjab,2.5,Average,Low (<30k),Graduate,38,75,No,Yes,Mobile,Consistent,Semi-Government,English,3.3,Walk,High,Chronic,No,Clubs,Medium
418,21,Female,Gujranwala,KPK,2.5,Average,Middle (60k-120k),Primary,35,63,Yes,Yes,Mobile,Consistent,Public,English,9.8,Bike,Medium,Chronic,No,None,High
419,23,Female,Gujranwala,KPK,2.5,Average,Lower-Middle (30k-60k),Postgraduate,20,90,Yes,No,None,Frequent Outages,Public,Urdu,19.3,Walk,High,None,No,Sports,Medium
420,18,Male,Abbottabad,Azad Kashmir,2.51,Average,Middle (60k-120k),Graduate,31,76,No,Yes,Laptop,Frequent Outages,Public,English,28.6,Van,High,None,Yes,Sports,Medium
421,21,Female,Lahore,KPK,2.51,Average,Lower-Middle (30k-60k),Primary,34,86,No,Yes,Laptop,Consistent,Semi-Government,Urdu,2.8,Van,Low,Chronic,No,None,Low
422,25,Male,Hunza,Punjab,2.51,Average,Low (<30k),Graduate,12,91,Yes,Yes,Mobile,Frequent Outages,Private,Urdu,24.0,Walk,Medium,Minor,Yes,Sports,High
423,24,Male,Bhimber,KPK,2.51,Average,High (>250k),Matric,25,76,No,No,Mobile,Consistent,Public,English,24.2,Van,Medium,Chronic,No,Sports,High
424,20,Female,Abbottabad,Gilgit Baltistan,2.52,Average,Lower-Middle (30k-60k),Postgraduate,7,92,No,Yes,Laptop,Consistent,Private,Urdu,10.3,Car,Low,None,No,Sports,Low
425,20,Male,Okara,KPK,2.52,Average,High (>250k),Graduate,32,60,Yes,No,None,Consistent,Private,English,7.0,Van,High,Minor,Yes,Clubs,Low
426,23,Female,Sargodha,Punjab,2.52,Average,Middle (60k-120k),Intermediate,24,57,No,No,None,Consistent,Semi-Government,English,10.6,Bus,Medium,Chronic,No,Sports,High
427,21,Female,Bannu,Azad Kashmir,2.52,Average,Middle (60k-120k),Postgraduate,11,88,Yes,No,Laptop,Frequent Outages,Public,English,24.7,Van,Medium,Minor,No,None,Medium
428,22,Female,Peshawar,Punjab,2.53,Average,High (>250k),Intermediate,14,65,Yes,Yes,None,Consistent,Public,English,27.7,Bike,Low,None,Yes,None,High
429,24,Female,Chiniot,KPK,2.53,Average,Lower-Middle (30k-60k),Intermediate,31,63,No,No,Desktop,Frequent Outages,Private,Urdu,14.4,Car,High,Chronic,No,None,Medium
430,24,Male,Bahawalpur,KPK,2.53,Average,High (>250k),Intermediate,31,83,No,Yes,None,Frequent Outages,Public,English,18.6,Car,High,Chronic,Yes,Clubs,Medium
431,23,Female,Mansehra,Gilgit Baltistan,2.53,Average,High (>250k),Matric,31,80,No,Yes,Mobile,Consistent,Public,Urdu,23.2,Van,High,Minor,No,Sports,Medium
432,25,Female,Diamer,Gilgit Baltistan,2.54,Average,High (>250k),Graduate,20,99,Yes,Yes,None,Frequent Outages,Semi-Government,English,21.0,Walk,Low,Minor,Yes,Clubs,High
433,25,Male,Skardu,Punjab,2.54,Average,Low (<30k),Matric,27,66,No,No,None,Frequent Outages,Private,Urdu,10.8,Car,Medium,None,Yes,None,Medium
434,23,Female,Diamer,Punjab,2.54,Average,High (>250k),Intermediate,23,74,No,Yes,Desktop,Frequent Outages,Semi-Government,Urdu,11.8,Bus,Medium,None,No,Sports,High
